,name,company_number,jurisdiction_code,incorporation_date,dissolution_date,company_type,registry_url,branch,branch_status,inactive,current_status,created_at,updated_at,retrieved_at,opencorporates_url,previous_names,alternative_names,source,registered_address,registered_address_in_full,industry_codes,restricted_for_marketing,native_company_number
51,"""Big Bill's"" Automotive Service Equipment, Inc., a close corporation",000-142-961,us_al,1991-05-08,,Domestic Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000142961,,,False,Exists,2014-08-30T21:34:27+00:00,2024-05-09T02:23:11+00:00,2024-05-08T10:08:44+00:00,https://opencorporates.com/companies/us_al/000-142-961,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000142961', 'retrieved_at': '2024-05-08T10:08:44+00:00'}",,,[],,
52,"""Board of Trustees of Montgomery Memorial Hospital of MontgomeryAlabama, Inc.""",000-717-603,us_al,1926-12-10,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000717603,,,False,Exists,2021-01-29T21:37:53+00:00,2024-08-03T05:05:09+00:00,2024-08-02T17:31:01+00:00,https://opencorporates.com/companies/us_al/000-717-603,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000717603', 'retrieved_at': '2024-08-02T17:31:01+00:00'}",,,[],,
53,"""Bob's Auto Laundry, Inc.""",000-717-702,us_al,1920-02-14,,Domestic Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000717702,,,False,Exists,2021-01-29T21:38:46+00:00,2024-08-03T05:06:15+00:00,2024-08-02T17:36:37+00:00,https://opencorporates.com/companies/us_al/000-717-702,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000717702', 'retrieved_at': '2024-08-02T17:36:37+00:00'}",,,[],,
54,"""Bugs"" Burger Bug Killers, Inc.",000-935-264,us_al,2007-01-08,,Foreign Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000935264,F,branch of an out-of-jurisdiction company,False,Exists,2015-06-23T22:10:14+00:00,2024-09-30T05:46:55+00:00,2024-09-29T14:03:53+00:00,https://opencorporates.com/companies/us_al/000-935-264,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000935264', 'retrieved_at': '2024-09-29T14:03:53+00:00'}",,,[],,
55,"""C"" SEALS THE DEAL LLC",000-873-333,us_al,2021-07-15,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000873333,,,False,Exists,2021-07-16T12:40:17+00:00,2024-09-06T03:37:30+00:00,2024-09-05T15:13:05+00:00,https://opencorporates.com/companies/us_al/000-873-333,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000873333', 'retrieved_at': '2024-09-05T15:13:05+00:00'}",,,[],,
56,"""C"" Shell, LLC",000-666-430,us_al,1999-09-24,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000666430,,,False,Exists,2015-06-21T15:46:39+00:00,2024-07-27T05:42:03+00:00,2024-07-26T09:08:10+00:00,https://opencorporates.com/companies/us_al/000-666-430,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000666430', 'retrieved_at': '2024-07-26T09:08:10+00:00'}",,,[],,
57,"""C"" Shoppe Ceramics, Inc.",000-064-316,us_al,1980-12-31,1996-03-14,Domestic Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000064316,,,True,Dissolved,2015-06-19T17:18:04+00:00,2024-04-29T05:31:31+00:00,2024-04-28T16:35:08+00:00,https://opencorporates.com/companies/us_al/000-064-316,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000064316', 'retrieved_at': '2024-04-28T16:35:08+00:00'}",,,[],,
58,"""CARES...UNLIMITED OUTREACH,"" Inc.",000-068-815,us_al,1990-11-20,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000068815,,,False,Exists,2015-06-11T11:31:54+00:00,2024-04-30T05:31:43+00:00,2024-04-29T10:50:51+00:00,https://opencorporates.com/companies/us_al/000-068-815,"[{'company_name': 'Alabama Community Assistance Program, Inc.', 'end_date': '2003-03-27'}]",[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000068815', 'retrieved_at': '2024-04-29T10:50:51+00:00'}",,,[],,
59,"""Camp Yahweh, Inc.""",000-515-446,us_al,2018-04-16,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000515446,,,False,Exists,2018-05-19T19:38:16+00:00,2024-07-04T05:46:05+00:00,2024-07-03T13:19:41+00:00,https://opencorporates.com/companies/us_al/000-515-446,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000515446', 'retrieved_at': '2024-07-03T13:19:41+00:00'}",,,[],,
60,"""Carol"" Enterprises, LLC",000-682-012,us_al,2002-05-06,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000682012,,,False,Exists,2015-06-21T16:39:37+00:00,2024-07-29T05:03:30+00:00,2024-07-28T13:25:57+00:00,https://opencorporates.com/companies/us_al/000-682-012,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000682012', 'retrieved_at': '2024-07-28T13:25:57+00:00'}",,,[],,
61,"""Catch Me if U Can"" Fishing Charters LLC",000-630-657,us_al,2020-05-14,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000630657,,,False,Exists,2020-05-14T21:37:39+00:00,2024-07-20T03:20:28+00:00,2024-07-19T15:05:49+00:00,https://opencorporates.com/companies/us_al/000-630-657,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000630657', 'retrieved_at': '2024-07-19T15:05:49+00:00'}",,,[],,
62,"""Chevrolet's"" Gulf Coast Dealers Association, Inc.",000-725-324,us_al,1979-11-29,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000725324,,,False,Exists,2021-01-29T23:10:19+00:00,2024-08-05T05:36:11+00:00,2024-08-04T14:51:43+00:00,https://opencorporates.com/companies/us_al/000-725-324,"[{'company_name': 'Gulf Coast Chevrolet Dealers Advertising Association, Inc.', 'end_date': '1988-12-28'}]",[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000725324', 'retrieved_at': '2024-08-04T14:51:43+00:00'}",,,[],,
63,"""Choose Your Wave"" L.L.C.",000-649-488,us_al,2020-09-28,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000649488,,,False,Exists,2020-09-30T01:23:53+00:00,2024-07-24T20:51:14+00:00,2024-07-24T13:09:56+00:00,https://opencorporates.com/companies/us_al/000-649-488,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000649488', 'retrieved_at': '2024-07-24T13:09:56+00:00'}",,,[],,
64,"""Coffee Break"" Sales and Service Corporation",000-727-798,us_al,1958-07-03,,Domestic Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000727798,,,False,Exists,2021-01-29T23:41:49+00:00,2024-08-05T05:58:11+00:00,2024-08-04T17:13:55+00:00,https://opencorporates.com/companies/us_al/000-727-798,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000727798', 'retrieved_at': '2024-08-04T17:13:55+00:00'}",,,[],,
65,"""Concord Baptist Church"" of Lee County, Alabama",000-729-287,us_al,1952-03-05,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000729287,,,False,Exists,2021-01-30T00:08:08+00:00,2024-08-06T20:54:24+00:00,2024-08-06T08:32:44+00:00,https://opencorporates.com/companies/us_al/000-729-287,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000729287', 'retrieved_at': '2024-08-06T08:32:44+00:00'}",,,[],,
66,"""Cornerstone Baptist Church"" of Decatur, Alabama",000-730-682,us_al,1989-10-11,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000730682,,,False,Exists,2021-01-30T00:31:16+00:00,2024-08-06T20:24:21+00:00,2024-08-06T09:55:57+00:00,https://opencorporates.com/companies/us_al/000-730-682,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000730682', 'retrieved_at': '2024-08-06T09:55:57+00:00'}",,,[],,
67,"""Cry in the Temple"" Ministries",000-557-633,us_al,2003-01-29,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000557633,,,False,Exists,2015-06-11T12:32:32+00:00,2024-07-09T05:09:59+00:00,2024-07-08T14:03:43+00:00,https://opencorporates.com/companies/us_al/000-557-633,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000557633', 'retrieved_at': '2024-07-08T14:03:43+00:00'}",,,[],,
68,"""Custom Homes 4 You""",000-295-630,us_al,2014-01-28,,Domestic Real Estate Investment Trust,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000295630,,,False,Exists,2014-08-31T02:48:02+00:00,2024-06-04T05:16:50+00:00,2024-06-03T13:51:24+00:00,https://opencorporates.com/companies/us_al/000-295-630,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000295630', 'retrieved_at': '2024-06-03T13:51:24+00:00'}",,,[],,
69,"""Cut Price Toggery Shop Company""",000-732-641,us_al,1915-06-09,2007-01-12,Domestic Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000732641,,,True,Dissolved,2021-01-30T01:03:10+00:00,2024-08-06T21:02:54+00:00,2024-08-06T11:49:20+00:00,https://opencorporates.com/companies/us_al/000-732-641,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000732641', 'retrieved_at': '2024-08-06T11:49:20+00:00'}",,,[],,
70,"""D"" Place, Inc.",000-151-996,us_al,1992-09-11,,Domestic Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000151996,,,False,Exists,2014-08-30T21:48:25+00:00,2024-05-11T05:36:44+00:00,2024-05-10T08:31:41+00:00,https://opencorporates.com/companies/us_al/000-151-996,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000151996', 'retrieved_at': '2024-05-10T08:31:41+00:00'}",,,[],,
71,"""DELICIOUS Curves"" Boutique L.L.C.",000-639-285,us_al,2020-07-20,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000639285,,,False,Exists,2020-07-21T01:56:01+00:00,2024-07-22T04:39:34+00:00,2024-07-21T13:23:42+00:00,https://opencorporates.com/companies/us_al/000-639-285,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000639285', 'retrieved_at': '2024-07-21T13:23:42+00:00'}",,,[],,
72,"""DOC"" Harry's, Inc.",000-183-150,us_al,1996-10-25,1999-05-26,Domestic Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000183150,,,True,Dissolved,2014-08-30T22:37:16+00:00,2024-05-15T02:17:46+00:00,2024-05-14T17:30:59+00:00,https://opencorporates.com/companies/us_al/000-183-150,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000183150', 'retrieved_at': '2024-05-14T17:30:59+00:00'}",,,[],,
73,"""DOUBLE EMPIRE TRUCKING"" LLC",000-294-244,us_al,2014-01-06,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000294244,,,False,Exists,2014-08-31T02:42:37+00:00,2024-06-04T05:20:57+00:00,2024-06-03T12:30:41+00:00,https://opencorporates.com/companies/us_al/000-294-244,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000294244', 'retrieved_at': '2024-06-03T12:30:41+00:00'}",,,[],,
74,"""Definitely You"" Accessories for Women, L.L.C.",000-685-575,us_al,2002-10-24,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000685575,,,False,Exists,2015-06-21T16:51:26+00:00,2024-07-29T04:58:50+00:00,2024-07-28T16:42:11+00:00,https://opencorporates.com/companies/us_al/000-685-575,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000685575', 'retrieved_at': '2024-07-28T16:42:11+00:00'}",,,[],,
75,"""Dixie Bread Company, Inc.""",000-735-565,us_al,1932-07-28,1934-10-05,Domestic Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000735565,,,True,Dissolved,2021-01-30T01:52:00+00:00,2024-08-06T20:59:44+00:00,2024-08-06T14:40:55+00:00,https://opencorporates.com/companies/us_al/000-735-565,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000735565', 'retrieved_at': '2024-08-06T14:40:55+00:00'}",,,[],,
76,"""Dixie"" Region of the Sports Car Club of America",000-736-011,us_al,1961-02-20,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000736011,,,False,Exists,2021-01-30T02:00:48+00:00,2024-08-06T20:49:41+00:00,2024-08-06T15:07:20+00:00,https://opencorporates.com/companies/us_al/000-736-011,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000736011', 'retrieved_at': '2024-08-06T15:07:20+00:00'}",,,[],,
77,"""Dub"" C Maintenance Solutions, LLC",001-072-901,us_al,2023-04-06,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001072901,,,False,Exists,2023-04-07T09:55:20+00:00,2024-03-21T21:42:05+00:00,2024-03-21T17:25:44+00:00,https://opencorporates.com/companies/us_al/001-072-901,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001072901', 'retrieved_at': '2024-03-21T17:25:44+00:00'}",,,[],,
78,"""E"" Enterprises, L.L.C.",000-650-461,us_al,1994-04-15,2010-05-25,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000650461,,,True,Dissolved,2015-06-21T14:41:22+00:00,2024-07-24T21:30:20+00:00,2024-07-24T14:03:46+00:00,https://opencorporates.com/companies/us_al/000-650-461,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000650461', 'retrieved_at': '2024-07-24T14:03:46+00:00'}",,,[],,
79,"""E"" Renovations, L.L.C.",000-693-249,us_al,2003-09-09,2013-02-27,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000693249,,,True,Dissolved,2015-06-21T17:16:43+00:00,2024-07-31T04:53:12+00:00,2024-07-30T14:00:38+00:00,https://opencorporates.com/companies/us_al/000-693-249,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000693249', 'retrieved_at': '2024-07-30T14:00:38+00:00'}",,,[],,
80,"""ENDURANCE"" Life Center Inc.",000-567-811,us_al,2008-04-30,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000567811,,,False,Exists,2015-06-11T13:31:07+00:00,2024-07-12T05:26:59+00:00,2024-07-11T14:14:43+00:00,https://opencorporates.com/companies/us_al/000-567-811,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000567811', 'retrieved_at': '2024-07-11T14:14:43+00:00'}",,,[],,
81,"""EPSE"" Education, Protection, Safety and Empowerment",000-829-903,us_al,2021-01-15,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000829903,,,False,Exists,2021-01-16T02:56:12+00:00,2024-08-26T05:08:56+00:00,2024-08-25T13:32:36+00:00,https://opencorporates.com/companies/us_al/000-829-903,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000829903', 'retrieved_at': '2024-08-25T13:32:36+00:00'}",,,[],,
82,"""EQUAL JUSTICE UNDER LAW"" INVESTIGATOR & REPORTER SERVICES, LLC",000-275-807,us_al,2013-03-19,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000275807,,,False,Exists,2014-08-31T01:27:27+00:00,2024-05-28T21:11:52+00:00,2024-05-28T14:53:32+00:00,https://opencorporates.com/companies/us_al/000-275-807,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000275807', 'retrieved_at': '2024-05-28T14:53:32+00:00'}",,,[],,
83,"""EYE??APPEAL"" Home Revamp L.L.C.",001-108-288,us_al,2023-11-15,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001108288,,,False,Exists,2023-11-25T01:43:01+00:00,2024-03-30T03:41:32+00:00,2024-03-29T22:48:49+00:00,https://opencorporates.com/companies/us_al/001-108-288,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=001108288', 'retrieved_at': '2024-03-29T22:48:49+00:00'}",,,[],,
84,"""Encore! Encore!"", Inc.",000-144-928,us_al,1991-08-27,2005-03-11,Domestic Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000144928,,,True,Dissolved,2014-08-30T21:37:35+00:00,2024-05-09T02:20:29+00:00,2024-05-08T11:57:27+00:00,https://opencorporates.com/companies/us_al/000-144-928,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000144928', 'retrieved_at': '2024-05-08T11:57:27+00:00'}",,,[],,
85,"""Excellent"" Cleaning Services, Inc.",000-261-304,us_al,2009-06-25,,Domestic Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000261304,,,False,Exists,2014-08-31T00:46:58+00:00,2024-05-26T02:52:25+00:00,2024-05-25T11:22:10+00:00,https://opencorporates.com/companies/us_al/000-261-304,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000261304', 'retrieved_at': '2024-05-25T11:22:10+00:00'}",,,[],,
86,"""Exterminator"" Charters Inc",000-215-872,us_al,2001-04-04,2002-04-03,Domestic Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000215872,,,True,Dissolved,2014-08-30T23:27:53+00:00,2024-05-20T03:40:25+00:00,2024-05-19T08:17:02+00:00,https://opencorporates.com/companies/us_al/000-215-872,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000215872', 'retrieved_at': '2024-05-19T08:17:02+00:00'}",,,[],,
87,"""Eyes"" Drug Awareness and Human Services Association, Incorporated",000-067-452,us_al,1989-07-11,2020-07-30,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000067452,,,True,Dissolved,2020-08-12T03:36:35+00:00,2024-04-30T05:33:28+00:00,2024-04-29T09:33:59+00:00,https://opencorporates.com/companies/us_al/000-067-452,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000067452', 'retrieved_at': '2024-04-29T09:33:59+00:00'}",,,[],,
88,"""Ezekials Wheels""",000-741-378,us_al,1882-12-09,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000741378,,,False,Exists,2021-01-30T03:42:24+00:00,2024-08-10T00:52:14+00:00,2024-08-09T10:30:19+00:00,https://opencorporates.com/companies/us_al/000-741-378,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000741378', 'retrieved_at': '2024-08-09T10:30:19+00:00'}",,,[],,
89,"""FBL INVESTMENTS, LLC""",000-052-582,us_al,2012-04-27,,Domestic Limited Liability Company,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000052582,,,False,Exists,2015-06-19T16:05:29+00:00,2024-04-28T01:41:53+00:00,2024-04-27T15:43:41+00:00,https://opencorporates.com/companies/us_al/000-052-582,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000052582', 'retrieved_at': '2024-04-27T15:43:41+00:00'}",,,[],,
90,"""Faith"" Missionary Baptist Church",000-076-685,us_al,1994-07-07,,Domestic Non-Profit Corporation,http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000076685,,,False,Exists,2015-06-11T11:42:13+00:00,2024-05-01T05:16:32+00:00,2024-04-30T08:22:58+00:00,https://opencorporates.com/companies/us_al/000-076-685,[],[],"{'publisher': 'Alabama Secretary of State', 'url': 'http://arc-sos.state.al.us/cgi/corpdetail.mbr/detail?corp=000076685', 'retrieved_at': '2024-04-30T08:22:58+00:00'}",,,[],,
